areacd,areanm,category,1981,1991,2001,2011,2021
E07000239,Wyre Forest,density,466.56718037213204,485.2208605973886,496.31583418541504,501.3976186747648,520.0
E07000240,St Albans,density,771.1695236771878,782.8626513438103,800.2689729525861,872.5740637123478,919.0
E07000241,Welwyn Hatfield,density,715.3565627682635,713.0483383872383,753.0832937049547,853.3096386509468,926.0
E07000242,East Hertfordshire,density,223.430343967818,243.48418387136445,271.02431415089677,289.45938303801273,316.0
E07000243,Stevenage,density,2845.948277189901,2893.697148930271,3069.405295503905,3232.945181214669,3446.0
E07000244,East Suffolk,density,152.57222164463357,170.2797413809169,180.39719119038008,189.97141689579223,195.0
E07000245,West Suffolk,density,131.97373167010028,141.6617923530815,148.54800867054368,165.03336891292304,174.0
E07000246,Somerset West and Taunton,density,95.49362159092544,105.54855109568922,115.68431748450436,121.98117393175531,133.0
E08000001,Bolton,density,1861.5331459601125,1849.7728415656647,1867.305996109943,1979.9802993440985,2117.0
E08000002,Bury,density,1764.038753111791,1777.189715705949,1815.8483175213446,1860.6400135129159,1949.0
E08000003,Manchester,density,3784.4243548338286,3500.789028824412,3396.6372240020405,4350.484442080961,4773.0
E08000004,Oldham,density,1541.7541887667292,1521.170395869191,1526.4182092802698,1579.943095999157,1701.0
E08000005,Rochdale,density,1304.8344981062826,1278.4824455615415,1298.6622870950832,1338.7816586678775,1415.0
E08000006,Salford,density,2484.860706150576,2268.1985320594995,2223.4030951445197,2406.7824859512702,2777.0
E08000007,Stockport,density,2292.7727934852633,2256.37970047699,2257.450785621118,2247.49366076274,2339.0
E08000008,Tameside,density,2104.0636251359615,2098.130759581287,2065.2673376362764,2126.1761518193152,2240.0
E08000009,Trafford,density,2084.047655420455,2006.0521705018455,1981.6473446078348,2136.6293050282616,2217.0
E08000010,Wigan,density,1635.3361382273902,1628.9483347867981,1601.8187702574944,1689.1488650488834,1750.0
E08000011,Knowsley,density,1999.8913297310294,1758.273391275396,1739.3948222085035,1686.620377756352,1786.0
E08000012,Liverpool,density,4504.125248020087,4045.6669918460734,3929.594932566256,4170.537672675183,4347.0
E08000013,St. Helens,density,1387.8909083175479,1310.9834576011654,1296.8882806890942,1285.6385401151522,1344.0
E08000014,Sefton,density,1904.5040085375813,1849.1834436828087,1807.1980600121472,1748.5820193475085,1784.0
E08000015,Wirral,density,2106.3123749394117,2055.6232211879046,1940.5923366599966,1987.1925529138337,1990.0
E08000016,Barnsley,density,680.3957486015456,671.3826769126795,662.6339805565617,702.6336645216812,743.0
E08000017,Doncaster,density,505.14219558089485,508.5400446192156,505.0330418812183,532.3918885421009,542.0
E08000018,Rotherham,density,873.7481873910472,878.2083832836884,866.1609683999658,897.9023468378156,928.0
E08000019,Sheffield,density,1442.7818102455303,1362.2203341829504,1394.9167532319989,1502.1816638047108,1513.0
E08000021,Newcastle upon Tyne,density,2405.55655941085,2287.6824017311365,2287.550186643632,2469.575104780457,2646.0
E08000022,North Tyneside,density,2399.0226073685976,2336.3863689936647,2328.780106098862,2439.848555174567,2539.0
E08000023,South Tyneside,density,2485.249260716697,2401.362920188449,2371.776065072453,2299.3767511894503,2294.0
E08000024,Sunderland,density,2139.911886580348,2103.080331644069,2043.1763032382223,2004.6057633889104,1995.0
E08000025,Birmingham,density,3720.693585151416,3588.7699073009117,3648.7158651964655,4007.0211418448403,4275.0
E08000026,Coventry,density,3144.9629456908533,2984.4888938452336,3050.0613347661683,3213.333468506372,3501.0
E08000027,Dudley,density,3047.456879655037,3109.6363354240166,3115.1590879393707,3194.4682640794463,3302.0
E08000028,Sandwell,density,3588.0896084451765,3390.5414866250035,3306.5291863266125,3600.59561308058,3996.0
E08000029,Solihull,density,1110.2236287322169,1121.0267323528274,1119.080378792935,1159.2526675420586,1213.0
E08000030,Walsall,density,2557.5964621720555,2495.715250246698,2438.133214841489,2590.306751534527,2732.0
E08000031,Wolverhampton,density,3635.8687433842433,3487.9350197662616,3407.199383609485,3592.7790139191925,3798.0
E08000032,Bradford,density,1239.5567159735135,1248.1424988885694,1276.3123816759853,1425.8294518553448,1491.0
E08000033,Calderdale,density,522.94093210038,526.3891056399481,528.6420955223749,560.0218485067621,568.0
E08000034,Kirklees,density,907.055559199866,913.2922255108044,951.0940600893498,1034.0382952850998,1061.0
E08000035,Leeds,density,1262.8340384483279,1233.8476222964125,1296.714359278218,1362.1096136769775,1472.0
E08000036,Wakefield,density,915.1443595442439,918.1831658987454,930.7518343581796,962.2502877858884,1043.0
E08000037,Gateshead,density,1481.9118569669192,1402.2008007638099,1342.9268556566678,1406.5987490436567,1378.0
E09000001,City of London,density,1626.7561768980552,1433.3171845802474,2484.60101045055,2552.0797287009477,2976.0
E09000002,Barking and Dagenham,density,4126.71636044331,3979.96182941794,4541.302065588029,5149.732279625829,6064.0
E09000003,Barnet,density,3344.5665214880823,3383.3717313208867,3625.330916123352,4107.405260313,4487.0
E09000004,Bexley,density,3538.47245883021,3559.271951718765,3603.7432484185774,3829.698374338048,4069.0
E09000005,Brent,density,5810.798308832373,5620.842623345144,6093.361149401892,7197.985956277579,7859.0
E09000006,Bromley,density,1961.7724598121927,1935.6821902771287,1968.466542243324,2060.7915935646224,2198.0
E09000007,Camden,density,7397.11183047501,7826.250660054641,9092.54540028009,10117.225704249604,9647.0
E09000008,Croydon,density,3657.19452367766,3624.866601070429,3822.3721711622447,4201.450594123857,4519.0
E09000009,Ealing,density,5017.37411419024,4955.799533329492,5418.293051794665,6093.524946707379,6609.0
E09000010,Enfield,density,3181.768127382577,3185.0222281062743,3384.796791926861,3866.1438658964057,4083.0
E09000011,Greenwich,density,4436.029675973874,4389.042717338461,4531.9270359958555,5380.503476992665,6111.0
E09000012,Hackney,density,9427.063642091996,9517.32829237555,10650.283553875235,12931.632010081916,13611.0
E09000013,Hammersmith and Fulham,density,8816.167281372876,9053.06794281708,10073.947633127076,11125.247660560246,11168.0
E09000014,Haringey,density,6844.896304803081,6829.831790853205,7313.010876173747,8610.619469026551,8924.0
E09000015,Harrow,density,3887.069127802713,3965.1636298784288,4098.187835012732,4737.112227407385,5178.0
E09000016,Havering,density,2134.416201723997,2042.7687914576354,1996.1083675438565,2111.6645719026274,2332.0
E09000017,Hillingdon,density,1955.526323977308,2001.66977228178,2100.2572071589325,2367.550412948859,2644.0
E09000018,Hounslow,density,3554.8257056473226,3652.3726475444396,3794.2704796757844,4537.960931190005,5150.0
E09000019,Islington,density,10601.830663615561,11083.995154125725,11831.942387939158,13872.997711670481,14578.0
E09000020,Kensington and Chelsea,density,10383.958692478367,11415.162037991702,13109.034370695415,13085.85662792712,11828.0
E09000021,Kingston upon Thames,density,3522.2347172383807,3569.471246104999,3952.5970697248736,4295.840233176683,4509.0
E09000022,Lambeth,density,9107.400651319987,9133.177404493586,9928.899433359073,11306.183809513152,11848.0
E09000023,Lewisham,density,6557.9964775608105,6572.08054378722,7082.521247023141,7849.661840147271,8553.0
E09000024,Merton,density,4388.1979901180375,4477.715081556768,4994.059658569906,5307.582108276344,5720.0
E09000025,Newham,density,5777.670951682373,5861.7136194983395,6737.917830472512,8508.809008755135,9700.0
E09000026,Redbridge,density,3984.775893924188,4011.142357626416,4231.099305996376,4946.504626099785,5502.0
E09000027,Richmond upon Thames,density,2740.8411537375896,2800.570108341493,3002.6693336771636,3258.085537159843,3401.0
E09000028,Southwark,density,7262.870657981763,7567.811840970714,8479.588055835471,9982.893374472344,10655.0
E09000029,Sutton,density,3821.1126239232613,3851.513306285164,4099.690519685183,4336.510238849472,4780.0
E09000030,Tower Hamlets,density,7080.8760305497935,8146.4771635223315,9918.820494663903,12851.954883415105,15695.0
E09000031,Waltham Forest,density,5529.345378276845,5463.331804525614,5625.711797414082,6654.152774270681,7173.0
E09000032,Wandsworth,density,7362.113601405645,7367.513185199888,7599.607727534085,8960.244469804653,9559.0
E09000033,Westminster,density,7629.057935259232,8137.46939383501,8439.062310893467,10212.730302663549,9510.0
W06000001,Isle of Anglesey,density,93.3847200206835,97.1105029582267,93.8565869890267,97.95593127650828,97.0
W06000002,Gwynedd,density,41.872976495136335,44.70398005887951,46.09127830796476,48.07380915809338,46.0
W06000003,Conwy,density,84.76379848832313,94.42251381345517,97.35459210003424,102.35005053193994,102.0
W06000004,Denbighshire,density,99.26909128753613,105.43577135656568,111.20814713906547,111.99914543507357,114.0
W06000005,Flintshire,density,311.23587637416597,321.36023339905563,337.83703900412524,346.7381972687654,352.0
W06000006,Wrexham,density,234.34123919480544,244.8796970228112,255.01916633632663,267.66769775091564,268.0
W06000008,Ceredigion,density,31.01265329924221,35.347152975457284,41.98307757992508,42.53378369104301,40.0
W06000009,Pembrokeshire,density,65.13568275835392,69.25903124853052,70.52822918031873,75.65692578881053,76.0
W06000010,Carmarthenshire,density,68.46079505583378,71.03138144696464,72.92019078113383,77.53399888443386,79.0
W06000011,Swansea,density,591.2299448246822,591.0313295702363,591.3650031977056,632.9815195126246,632.0
W06000012,Neath Port Talbot,density,318.10467071899103,313.29101516686774,304.74926950963936,316.8581968236672,322.0
W06000013,Bridgend,density,500.4561672698389,515.3972403475165,512.9768423335986,554.9689535108132,580.0
W06000014,Vale of Glamorgan,density,333.42130994967215,353.0590194251161,360.2400855688353,381.5084828986142,398.0
W06000015,Cardiff,density,1947.998217357488,2025.378527673538,2166.911259601574,2456.030043771254,2572.0
W06000016,Rhondda Cynon Taf,density,555.5461249340448,548.437793970155,546.82515769178,552.6579970963116,560.0
W06000018,Caerphilly,density,609.3092020235922,611.4470025549059,611.1117319825413,644.6063436797351,634.0
W06000019,Blaenau Gwent,density,692.0486829967285,664.5120525642452,644.4528037421858,642.0983022756808,615.0
W06000020,Torfaen,density,713.9135090498152,720.1904236081996,723.5635690743022,724.5500550125023,734.0
W06000021,Monmouthshire,density,87.13609923606501,94.14198717318371,99.96432873665907,107.54726913455907,110.0
W06000022,Newport,density,697.8954593026033,700.0852276755215,719.5253296336576,765.2951644978157,838.0
W06000023,Powys,density,21.21096060421213,23.027520800106448,24.38912058990973,25.667719541945015,26.0
W06000024,Merthyr Tydfil,density,538.7617175267371,532.2473693608491,502.29572448793726,527.6263097114934,528.0
